"ID"	"MaxEcotype"	"AssignmentP"	"AssignmentQ"	"AssignedToEcotypeStates"	"Ecotype"
"192"	"TCGA.60.2704.01A.11R.2045.07"	"E2"	0.00403742061630747	0.0163257135638386	TRUE	"E2"
"194"	"TCGA.55.6970.01A.11R.1949.07"	"E2"	0.00704367722076609	0.0241221822628976	TRUE	"E2"
"195"	"TCGA.85.6561.01A.11R.1820.07"	"E2"	0.0141657544464276	0.0390352055237627	TRUE	"E2"
"196"	"TCGA.21.1076.01A.01R.0692.07"	"E2"	7.78564798085073e-05	0.000695147141147387	TRUE	"E2"
"203"	"TCGA.55.8301.01A.11R.2287.07"	"E2"	0.00180566207907292	0.0100314559948496	TRUE	"E2"
"206"	"TCGA.85.7699.01A.11R.2125.07"	"E2"	0.0102050906277348	0.0322945905940975	TRUE	"E2"
"207"	"TCGA.55.8508.01A.11R.2403.07"	"E2"	0.147868231302803	0.195592898548681	TRUE	"E2"
"213"	"TCGA.55.6971.01A.11R.1949.07"	"E2"	2.56429250917112e-05	0.0002465665874203	TRUE	"E2"
"220"	"TCGA.55.8092.01A.11R.2241.07"	"E2"	0.00422722278134516	0.0165125889896295	TRUE	"E2"
"224"	"TCGA.05.5425.01A.02R.1628.07"	"E2"	0.0106504104680566	0.0332825327126768	TRUE	"E2"
"230"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"E2"	8.4201295140171e-05	0.000725873233966991	TRUE	"E2"
"231"	"TCGA.55.6642.01A.11R.1858.07"	"E2"	0.113565705752598	0.16316911746063	TRUE	"E2"
"234"	"TCGA.77.8156.01A.11R.2247.07"	"E2"	0.00753737077556439	0.0254640904579878	TRUE	"E2"
"238"	"TCGA.66.2767.01A.01R.0851.07"	"E2"	0.00159132005643654	0.00925186079323567	TRUE	"E2"
"241"	"TCGA.98.7454.01A.11R.2045.07"	"E2"	0.0006190934763526	0.00442209625966143	TRUE	"E2"
"5"	"TCGA.05.4249.01A.01R.1107.07"	"E3"	0.0402212937933832	0.0866838228305672	TRUE	"E3"
"12"	"TCGA.55.6983.01A.11R.1949.07"	"E3"	0.107078056793559	0.155650129928405	TRUE	"E3"
"15"	"TCGA.73.4677.01A.01R.1206.07"	"E3"	0.143691829227646	0.191079560143146	TRUE	"E3"
"19"	"TCGA.44.7671.01A.11R.2066.07"	"E3"	0.187740909168869	0.232352610357511	TRUE	"E3"
"56"	"TCGA.NJ.A4YI.01A.11R.A262.07"	"E3"	0.201289742103697	0.245219051694036	TRUE	"E3"
"72"	"TCGA.NJ.A55A.01A.11R.A262.07"	"E3"	0.00114769106093321	0.00754446185778285	TRUE	"E3"
"82"	"TCGA.O1.A52J.01A.11R.A262.07"	"E3"	0.190514434327151	0.234623687595013	TRUE	"E3"
"96"	"TCGA.MP.A4T6.01A.32R.A262.07"	"E3"	0.0545807230724553	0.105662558623736	TRUE	"E3"
"121"	"TCGA.NJ.A7XG.01A.12R.A39D.07"	"E3"	0.1511514460483	0.1988834816425	TRUE	"E3"
"122"	"TCGA.50.6673.01A.11R.1949.07"	"E3"	0.0555828788658389	0.105662558623736	TRUE	"E3"
"128"	"TCGA.55.8087.01A.11R.2241.07"	"E3"	0.0351377062560968	0.0805910693947174	TRUE	"E3"
"148"	"TCGA.50.5942.01A.21R.1755.07"	"E3"	0.00704012755818753	0.0241221822628976	TRUE	"E3"
"150"	"TCGA.99.7458.01A.11R.2039.07"	"E3"	0.0666599245071555	0.118191355509141	TRUE	"E3"
"152"	"TCGA.95.A4VK.01A.11R.A262.07"	"E3"	0.0120375640016095	0.0345907011540502	TRUE	"E3"
"155"	"TCGA.95.7948.01A.11R.2187.07"	"E3"	0.00224482785292604	0.0112241392646302	TRUE	"E3"
"165"	"TCGA.44.5645.01A.01R.1628.07"	"E3"	0.00204577364114844	0.0104376206181043	TRUE	"E3"
"172"	"TCGA.55.8091.01A.11R.2241.07"	"E3"	0.172605025206661	0.218928316426986	TRUE	"E3"
"183"	"TCGA.55.8207.01A.11R.2241.07"	"E3"	0.0330205849162885	0.0771508993371226	TRUE	"E3"
"184"	"TCGA.44.7659.01A.11R.2066.07"	"E3"	0.000459513486838684	0.00370575392611842	TRUE	"E3"
"193"	"TCGA.05.4410.01A.21R.1858.07"	"E3"	0.0838674046454891	0.137939810272186	TRUE	"E3"
"199"	"TCGA.55.7725.01A.11R.2170.07"	"E3"	0.0647469297936268	0.116206115688038	TRUE	"E3"
"211"	"TCGA.78.7147.01A.11R.2039.07"	"E3"	0.00453178457496565	0.0171658506627487	TRUE	"E3"
"229"	"TCGA.75.5146.01A.01R.1628.07"	"E3"	0.0600129488799633	0.111135090518451	TRUE	"E3"
"22"	"TCGA.55.6983.11A.01R.1949.07"	"E4"	3.4784331329097e-07	5.7973885548495e-06	TRUE	"E4"
"32"	"TCGA.MP.A4T7.01A.11R.A24X.07"	"E4"	0.178205123068404	0.223875782749251	TRUE	"E4"
"42"	"TCGA.44.6776.11A.01R.1858.07"	"E4"	8.28978702663148e-06	9.42021253026304e-05	TRUE	"E4"
"44"	"TCGA.77.7335.11A.01R.2045.07"	"E4"	1.44824493582312e-05	0.000150858847481574	TRUE	"E4"
"47"	"TCGA.69.8453.01A.12R.2326.07"	"E4"	0.0197179461682406	0.0513488181464599	TRUE	"E4"
"57"	"TCGA.77.7138.11A.01R.2045.07"	"E4"	7.35540410107057e-09	6.12950341755881e-07	TRUE	"E4"
"59"	"TCGA.44.6778.11A.01R.1858.07"	"E4"	1.15863155740412e-06	1.81036180844393e-05	TRUE	"E4"
"79"	"TCGA.22.1016.01A.01R.0692.07"	"E4"	0.00339911466531128	0.0146513563159969	TRUE	"E4"
"88"	"TCGA.55.6971.11A.01R.1949.07"	"E4"	5.85677878448475e-08	1.62688299569021e-06	TRUE	"E4"
"89"	"TCGA.51.4081.11A.01R.1758.07"	"E4"	0.001358198016854	0.00815164484185686	TRUE	"E4"
"92"	"TCGA.77.7337.11A.01R.2045.07"	"E4"	2.0230206457211e-08	8.42925269050459e-07	TRUE	"E4"
"93"	"TCGA.91.8496.01A.11R.2403.07"	"E4"	0.00860382123522624	0.0279344845299553	TRUE	"E4"
"108"	"TCGA.22.5481.11A.01R.1949.07"	"E4"	1.03779193959441e-07	2.59447984898603e-06	TRUE	"E4"
"116"	"TCGA.22.5478.11A.11R.1635.07"	"E4"	1.78466710635419e-08	8.42925269050459e-07	TRUE	"E4"
"120"	"TCGA.38.4625.11A.01R.1758.07"	"E4"	1.3820660531624e-07	3.01241601524747e-06	TRUE	"E4"
"139"	"TCGA.55.8619.01A.11R.2403.07"	"E4"	0.0255928541514718	0.0627275837045876	TRUE	"E4"
"149"	"TCGA.43.6647.11A.01R.1820.07"	"E4"	4.6848653151416e-11	5.856081643927e-09	TRUE	"E4"
